ID,Year_Birth,Education,Marital_Status,Income,Children,Wines_Products,Fruits_Products,Meat_Products,Fish_Products,Sweet_Products,PurchasesFromCatalog,PurchasesFromStore,PurchasesFromWeb,Deals_Claimed
1538,1985,Master,Married,19510,2,9,0,7,3,4,0,3,1,2
1539,1972,Graduate,Single,24762,1,6,10,12,3,15,1,2,3,3
1540,1962,Graduate,Divorced,46102,3,14,0,1,0,0,0,2,1,1
1541,1978,Basic,Together,24882,1,1,4,10,29,0,1,2,1,1
1542,1956,Graduate,Divorced,26150,3,5,1,13,3,5,0,3,1,1
1543,1971,Master,Together,30538,1,284,0,52,8,3,0,4,9,4
1544,1978,Graduate,Together,75437,0,795,0,545,95,58,4,10,8,1
1545,1976,Graduate,Together,29478,1,8,0,7,3,1,0,3,1,1
1546,1968,Graduate,Married,19329,1,24,1,16,12,2,0,3,4,3
1547,1965,Master,Together,65735,2,239,7,119,4,15,2,6,6,5
1548,1952,Graduate,Married,67433,2,615,28,259,12,48,5,13,6,4
1549,1949,Graduate,Widow,72643,0,526,80,553,123,94,10,7,3,1
1550,1990,Secondary,Married,24683,1,8,4,10,6,7,0,4,2,2
1551,1954,Graduate,Divorced,85683,0,1296,17,311,45,69,4,10,2,1
1552,1965,Graduate,Married,44300,2,30,0,9,0,0,0,3,1,2
1553,1992,Graduate,Single,48789,0,351,16,156,7,5,4,7,6,1
1554,1969,Graduate,Together,54165,0,127,4,73,15,6,1,7,2,1
1555,1961,PhD,Together,32583,2,5,0,3,0,0,0,2,1,1
1556,1971,Master,Married,49505,2,604,0,100,19,0,2,8,10,9
1557,1952,PhD,Together,85431,0,376,53,462,168,53,7,7,2,1
1558,1958,PhD,Widow,50520,1,112,0,6,2,1,1,3,3,2
1559,1980,Graduate,Married,80011,1,421,76,536,82,178,6,5,8,2
1560,1964,Graduate,Divorced,69932,1,412,172,153,150,105,6,11,7,2
1561,1964,PhD,Together,46910,2,48,0,14,0,0,0,3,2,2
1562,1957,Graduate,Widow,65486,1,245,19,125,37,67,2,10,4,1
1563,1958,Graduate,Married,81320,0,183,33,493,59,103,3,10,4,1
1564,1976,Graduate,Married,17649,1,15,1,23,0,5,0,3,3,3
1565,1956,Graduate,Widow,46984,2,19,1,10,2,1,0,3,1,1
1566,1971,Graduate,Together,69930,0,252,98,827,219,70,5,12,4,1
1567,1978,Graduate,Widow,54162,2,5,6,10,6,5,0,3,1,1
1568,1952,PhD,Together,69805,1,750,71,174,13,10,8,11,6,2
1569,1974,Graduate,Divorced,39996,2,11,0,3,0,0,0,2,1,1
1570,1979,Basic,Together,23724,1,5,23,15,0,18,0,3,2,2
1571,1978,Graduate,Together,53172,1,121,62,90,68,20,3,8,2,3
1572,1962,Graduate,Married,86111,0,399,28,756,36,40,7,10,5,1
1573,1952,Graduate,Together,43462,2,90,17,97,15,6,1,5,4,6
1574,1986,Basic,Single,14906,0,7,7,14,7,16,1,3,2,3
1575,1956,Graduate,Married,79456,0,565,42,548,64,83,6,4,5,1
1576,1975,PhD,Married,80427,1,1149,71,449,69,71,8,8,11,1
1577,1982,Graduate,Single,28567,1,11,3,22,2,2,0,3,2,2
1578,1964,Secondary,Divorced,41713,2,77,8,44,10,10,1,4,3,5
1579,1969,Master,Widow,67369,1,1298,0,70,37,14,4,10,7,4
1580,1978,Graduate,Divorced,55563,1,29,1,9,2,0,0,3,2,1
1581,1989,Graduate,Married,75433,1,800,0,297,0,34,5,10,2,2
1582,1984,Graduate,Together,37235,1,20,2,9,4,6,1,2,1,1
1583,1974,PhD,Together,45068,1,14,0,3,0,0,0,2,1,1
1584,1946,Master,Married,68657,0,482,34,471,119,68,5,9,3,1
1585,1971,Master,Together,57420,1,280,0,18,0,0,1,6,5,3
1586,1985,Secondary,Married,36145,1,56,4,76,17,1,1,3,4,4
1587,1950,Graduate,Married,57045,1,296,13,104,11,13,2,9,4,3
1588,1956,Master,Married,62058,1,301,7,74,10,0,1,7,6,4
1589,1989,Secondary,Married,59060,1,35,40,111,36,40,1,7,3,3
1590,1984,PhD,Married,38175,1,70,6,69,2,3,1,4,3,3
1591,1960,Graduate,Single,48904,1,283,10,38,0,13,2,4,7,4
1592,1979,Secondary,Divorced,13533,1,12,3,8,8,0,0,3,2,2
1593,1962,Graduate,Together,51195,2,230,14,156,82,24,2,5,9,8
1594,1976,Master,Together,37509,1,37,5,56,12,8,0,4,3,2
1595,1976,Graduate,Married,61064,1,387,126,342,0,45,4,11,8,5
1596,1972,PhD,Married,44325,1,516,0,21,0,0,2,7,8,4
1597,1984,Graduate,Together,35196,1,75,12,141,43,39,1,5,6,6
1598,1963,PhD,Together,33629,2,132,0,16,0,0,1,4,3,5
1599,1971,PhD,Divorced,65808,2,155,7,80,13,7,1,5,5,3
1600,1965,Graduate,Single,42720,2,392,5,91,28,26,3,7,7,8
1601,1959,Graduate,Married,87195,0,217,76,690,50,26,11,5,3,1
1602,1955,Graduate,Together,42586,2,194,2,56,0,0,1,6,4,5
1603,1967,PhD,Married,56320,1,201,53,172,116,77,4,9,5,3
1604,1975,Graduate,Divorced,36627,2,9,1,5,0,0,0,3,0,1
1605,1967,Master,Single,59235,1,448,40,469,80,0,2,12,11,3
1606,1973,Graduate,Single,83917,0,514,22,732,42,198,7,7,6,1
1607,1965,Master,Married,70053,1,512,53,98,81,179,5,10,8,3
1608,1986,Graduate,Together,83033,1,812,99,431,237,149,4,10,11,1
1609,1969,Master,Together,65176,1,960,28,183,220,70,6,6,9,4
1610,1983,Secondary,Married,32146,1,26,3,23,4,7,0,4,2,2
1611,1959,Graduate,Divorced,61250,1,382,138,65,60,26,2,12,5,6
1612,1970,Graduate,Divorced,54137,1,171,0,11,0,1,1,4,4,2
1613,1953,Master,Married,65569,1,397,46,288,20,38,5,10,6,2
1614,1965,Master,Single,35791,3,27,0,5,0,0,0,3,1,2
1615,1957,PhD,Together,40451,2,35,0,4,0,0,1,2,1,1
1616,1952,Secondary,Single,64831,2,480,86,249,75,86,3,5,6,8
1617,1975,Master,Married,44319,2,26,0,8,0,0,0,3,2,2
1618,1977,Graduate,Married,71855,1,548,31,422,0,112,5,11,5,4
1619,1972,PhD,Married,62010,1,371,22,39,6,0,2,7,6,4
1620,1968,Graduate,Married,19514,2,14,3,21,2,1,1,2,3,4
1621,1985,Basic,Single,16581,0,1,3,4,2,3,0,3,0,1
1622,1964,Secondary,Together,68316,1,806,80,161,120,11,7,10,10,5
1623,1972,Master,Married,83151,0,968,147,842,137,42,7,10,5,1
1624,1975,Graduate,Married,37085,2,39,1,16,2,0,0,3,3,4
1625,1972,PhD,Married,70116,0,707,44,603,95,58,8,12,2,1
1626,1955,Graduate,Widow,79800,0,1060,21,530,32,0,11,5,5,1
1627,1980,PhD,Married,30732,1,155,1,25,0,1,1,4,4,4
1628,1988,Graduate,Single,20518,1,4,1,6,4,1,1,2,1,1
1629,1955,Secondary,Married,62972,1,313,15,47,20,0,4,3,7,2
1630,1956,Graduate,Divorced,46086,1,244,8,32,7,2,1,8,3,4
1631,1950,Graduate,Together,60905,1,208,17,76,36,17,3,7,3,2
1632,1962,Graduate,Single,66565,1,747,10,161,65,40,2,9,4,4
1633,1950,Graduate,Together,27203,2,13,2,21,4,0,1,2,1,2
1634,1960,Secondary,Together,50523,2,51,4,24,4,7,0,4,2,2
1635,1972,Graduate,Single,72504,1,604,26,470,123,161,9,6,5,2
1636,1964,PhD,Married,59304,1,418,61,428,80,51,8,10,7,3
1637,1968,Graduate,Married,63967,1,387,84,141,73,35,4,12,4,3
1638,1956,Graduate,Married,67131,1,465,71,250,93,35,2,12,9,3
1639,1966,PhD,Single,69759,0,452,20,514,13,30,6,5,4,3
1640,1953,Graduate,Married,39722,1,32,0,5,2,0,0,3,2,2
1641,1970,Graduate,Widow,66731,1,371,159,194,58,106,3,6,4,4
1642,1968,Graduate,Together,77382,1,491,48,231,112,105,7,12,5,2
1643,1962,Master,Married,72828,1,1205,0,235,19,14,3,13,6,6
1644,1970,Graduate,Widow,31880,1,4,1,5,2,0,0,2,1,1
1645,1991,Graduate,Married,42691,0,179,2,64,38,17,1,6,5,1
1646,1980,PhD,Married,43974,1,378,0,101,0,0,4,6,6,5
1647,1971,Graduate,Married,35788,2,23,2,11,3,1,0,3,2,2
1648,1971,Graduate,Single,91700,0,576,172,961,125,115,6,5,8,1
1649,1972,PhD,Single,55260,1,825,8,53,11,0,10,5,8,2
1650,1961,Master,Married,61923,2,92,4,18,3,3,1,4,2,1
1651,1971,PhD,Single,60504,1,458,0,24,6,4,2,8,6,2
1652,1990,Graduate,Single,64509,0,836,185,575,24,25,3,9,6,1
1653,1985,Master,Together,40101,1,171,3,129,26,24,1,6,6,4
1654,1971,Graduate,Single,58350,1,493,26,206,116,80,3,12,8,4
1655,1945,PhD,Married,70356,0,1349,16,249,43,16,6,9,10,2
1656,1984,Secondary,Together,32414,0,20,6,5,0,9,0,3,1,1
1657,1986,Graduate,Married,79529,0,423,42,706,73,197,8,9,4,1
1658,1953,Graduate,Married,75027,1,925,64,179,133,12,4,6,9,2
1659,1961,Master,Married,80950,0,525,147,112,219,147,7,9,6,1
1660,1978,Graduate,Single,60199,3,8,1,7,2,0,0,3,0,1
1661,1958,Graduate,Together,53977,1,620,16,165,0,24,5,12,5,5
1662,1960,Master,Together,83151,0,407,28,100,120,74,9,4,5,1
1663,1979,Graduate,Married,36781,1,29,1,17,0,3,1,2,2,1
1664,1959,Master,Married,34242,1,8,2,4,0,0,0,3,0,1
1665,1952,Graduate,Married,81795,0,324,132,693,27,118,11,7,4,1
1666,1947,PhD,Together,81574,0,1252,0,465,46,35,5,8,4,1
1667,1976,Graduate,Married,5305,1,12,4,7,1,3,0,0,1,0
1668,1976,Secondary,Single,79689,0,311,26,640,180,37,9,13,4,1
1669,1952,Basic,Together,13084,0,2,0,7,3,7,0,3,1,1
1670,1969,PhD,Widow,62187,1,512,0,83,0,0,2,10,6,3
1671,1956,Master,Together,50943,1,31,0,7,2,0,0,3,1,1
1672,1985,Graduate,Married,92533,0,693,21,118,110,147,5,11,6,1
1673,1959,Graduate,Single,62450,1,515,47,267,62,66,5,4,5,2
1674,1982,Graduate,Married,37040,0,86,2,73,69,38,2,5,4,1
1675,1965,Graduate,Single,69263,1,492,5,32,13,5,1,7,9,1
1676,1976,PhD,Single,60000,1,1048,0,217,0,0,3,5,11,5
1677,1979,Secondary,Single,88194,1,688,14,309,201,24,10,10,11,1
1678,1945,PhD,Married,65846,0,562,81,276,80,40,3,6,6,1
1679,1978,Graduate,Married,66373,2,328,9,124,12,24,2,10,4,7
1680,1962,Graduate,Together,50127,1,274,0,21,4,6,1,6,5,1
1681,1971,Graduate,Single,26954,1,4,1,11,0,0,0,2,1,1
1682,1958,Secondary,Single,85485,0,630,26,611,44,18,6,6,6,1
1683,1954,PhD,Married,52869,2,84,3,61,2,1,1,4,3,3
1684,1989,Graduate,Married,38360,1,36,2,42,20,21,1,4,2,2
1685,1979,Master,Married,32765,1,13,3,17,7,3,0,4,2,2
1686,1964,Master,Single,58308,1,691,0,69,10,0,6,3,2,4
1687,1958,PhD,Single,79761,1,415,5,124,15,35,2,11,5,1
1688,1965,Graduate,Married,73538,1,811,76,428,99,137,4,9,10,3
1689,1959,Graduate,Together,71706,1,931,56,253,91,98,5,7,9,4
1690,1984,Graduate,Single,34738,1,3,2,10,3,0,0,3,1,1
1691,1985,Graduate,Single,66503,1,91,64,128,65,3,3,6,4,2
1692,1976,Graduate,Married,17148,1,9,9,11,13,10,1,3,3,4
1693,1959,Graduate,Together,57957,1,290,59,177,77,5,6,8,4,7
1694,1986,PhD,Married,45921,0,102,9,49,24,3,1,6,2,1
1695,1984,Graduate,Together,23976,1,14,1,21,2,3,1,3,3,3
1696,1980,PhD,Single,76412,0,840,53,804,23,71,4,8,5,1
1697,1954,Graduate,Married,93404,3,1279,15,287,20,0,4,7,3,3
1698,1959,Graduate,Married,58113,1,221,104,169,102,78,2,8,9,3
1699,1980,Graduate,Single,28071,0,39,33,130,41,26,1,5,5,2
1700,1949,Master,Married,81698,0,179,28,520,111,123,8,13,3,1
1701,1975,Graduate,Married,40794,1,261,23,73,4,23,3,5,6,2
1702,1971,Secondary,Divorced,49118,0,620,54,239,99,98,7,10,9,2
1703,1982,Graduate,Together,40479,1,5,0,8,2,0,0,3,0,1
1704,1990,Graduate,Married,73687,0,559,153,503,218,13,9,9,3,1
1705,1988,Graduate,Married,24645,1,5,3,4,4,1,0,2,1,1
1706,1987,Graduate,Married,7500,0,0,2,3,4,1,0,3,0,1
1707,1961,PhD,Married,57072,1,944,0,60,0,0,5,13,7,2
1708,1965,Graduate,Together,83003,0,856,61,570,40,25,6,8,7,1
1709,1982,PhD,Together,32313,1,86,4,56,2,4,0,4,4,3
1710,1959,PhD,Married,33762,3,53,1,34,2,0,2,2,2,3
1711,1983,Graduate,Together,22010,1,11,2,9,3,0,0,3,2,2
1712,1961,Graduate,Together,64260,0,539,169,816,20,0,5,4,4,1
1713,1980,PhD,Single,65295,0,365,32,117,34,110,3,13,3,1
1714,1969,Graduate,Married,73448,0,236,106,189,23,41,2,9,7,1
1715,1965,PhD,Married,69969,0,882,29,514,38,29,2,6,4,1
1716,1987,Secondary,Single,23830,0,1,8,6,4,8,0,3,1,1
1717,1951,Graduate,Single,15033,0,0,4,5,6,0,0,3,1,1
1718,1958,PhD,Together,65488,0,603,45,207,36,18,4,6,3,1
1719,1983,Master,Married,35876,0,66,2,40,4,3,1,3,3,1
1720,1968,Graduate,Married,64590,0,920,138,168,36,46,4,10,9,1
1721,1967,Graduate,Single,46904,2,153,4,56,0,9,1,4,5,4
1722,1975,Graduate,Married,35797,1,27,1,14,4,1,0,3,2,2
1723,1957,PhD,Divorced,54237,1,267,3,30,4,0,2,5,5,4
1724,1971,Graduate,Married,18793,1,4,16,20,0,17,0,4,2,3
1725,1970,Secondary,Married,23162,2,8,3,9,19,4,1,3,1,3
1726,1975,Graduate,Single,73170,0,184,174,256,50,30,4,6,5,1
1727,1951,Graduate,Married,53790,2,335,42,127,28,5,2,8,7,3
1728,1966,Graduate,Divorced,67272,1,357,35,271,28,28,2,12,6,3
1729,1988,Graduate,Together,41883,1,32,34,41,73,16,2,3,4,3
1730,1970,PhD,Married,38097,2,77,2,35,0,1,2,2,3,4
1731,1974,PhD,Single,31560,1,62,1,20,4,0,1,3,2,2
1732,1969,PhD,Married,55212,1,1103,0,45,0,0,2,11,4,3
1733,1969,PhD,Divorced,58086,1,708,7,62,0,0,3,7,11,2
1734,1960,Graduate,Married,67716,1,530,142,217,62,9,4,13,7,4
1735,1966,PhD,Together,28764,2,8,0,3,0,0,0,2,1,1
1736,1957,Graduate,Married,23539,0,4,24,11,16,1,0,4,2,1
1737,1955,Graduate,Widow,58275,2,189,10,253,56,43,2,7,8,6
1738,1980,Graduate,Married,41850,2,53,5,19,2,13,0,3,3,3
1739,1986,Master,Together,42386,1,65,4,16,0,4,0,3,3,1
1740,1963,Graduate,Single,34377,1,62,0,22,3,1,2,2,2,2
1741,1955,Graduate,Married,76998,1,1449,89,161,69,35,8,8,11,2
1742,1961,PhD,Divorced,64325,1,731,60,353,78,12,3,5,10,5
1743,1988,Secondary,Single,23331,1,104,20,101,24,15,1,5,5,6
1744,1971,Master,Together,71499,1,465,25,132,136,0,3,13,8,2
1745,1957,Graduate,Single,78499,0,912,72,170,47,36,3,4,11,1
1746,1956,Graduate,Married,58116,1,228,19,130,4,11,3,8,3,2
1747,1968,PhD,Divorced,83664,2,866,21,151,28,21,2,12,2,3
1748,1970,Master,Single,44802,0,853,10,143,13,10,4,12,9,2
1749,1978,Graduate,Together,28587,1,22,4,17,12,10,0,4,2,3
1750,1972,Secondary,Married,24884,1,3,6,7,0,0,0,3,0,1
1751,1952,PhD,Single,62000,1,899,0,101,0,0,6,13,6,1
1752,1959,Graduate,Together,44911,1,159,0,22,2,1,1,4,4,3
1753,1969,Graduate,Together,21918,1,1,6,7,11,5,0,3,2,2
1754,1956,Graduate,Married,71391,1,336,123,274,46,123,5,12,6,5
1755,1952,Graduate,Together,34074,2,135,1,41,10,1,3,3,3,5
1756,1969,Master,Together,66476,1,742,28,152,25,9,8,10,6,2
1757,1996,Secondary,Married,7500,0,3,18,14,15,22,1,3,3,3
1758,1981,PhD,Together,39665,1,127,1,56,0,1,2,3,4,3
1759,1944,PhD,Single,82716,0,606,148,228,15,148,8,13,6,1
1760,1963,PhD,Married,4023,2,5,0,1,1,1,0,0,0,15
1761,1979,Graduate,Single,70337,0,187,81,149,25,43,2,12,2,1
1762,1954,Graduate,Married,80067,0,519,17,813,27,173,6,6,4,1
1763,1958,Graduate,Together,64961,1,382,114,276,75,124,4,4,6,2
1764,1976,Graduate,Married,59809,2,598,16,141,32,41,3,6,3,3
1765,1947,Master,Together,78093,0,368,32,639,13,43,7,5,4,1
1766,1991,Basic,Single,26868,1,0,0,1,8,3,0,2,1,1
1767,1974,Graduate,Divorced,53034,2,160,15,196,15,11,1,7,6,8
1768,1977,Graduate,Together,55375,1,42,11,57,10,28,1,6,1,1
1769,1964,PhD,Married,65526,1,397,19,69,12,0,4,8,4,1
1770,1963,Graduate,Married,50437,2,370,9,92,6,9,1,8,7,3
1771,1974,Graduate,Married,30631,1,15,6,20,4,5,1,2,3,1
1772,1973,Graduate,Divorced,78901,1,321,11,309,33,26,3,5,9,3
1773,1981,Secondary,Married,56337,2,349,16,144,28,5,5,4,8,5
1774,1982,Graduate,Together,19444,1,16,0,23,3,2,1,2,4,3
1775,1976,Master,Single,70379,1,553,25,142,65,67,3,13,6,3
1776,1965,Graduate,Together,75276,0,610,105,125,137,42,4,9,9,1
1777,1985,Secondary,Together,7500,1,5,17,17,13,14,1,3,2,4
1778,1953,PhD,Divorced,36957,2,100,2,16,2,1,2,2,3,4
1779,1973,PhD,Single,54466,2,12,0,4,0,0,0,2,1,1
1780,1976,PhD,Married,16927,2,20,2,23,3,1,0,4,3,5
1781,1976,Graduate,Divorced,12571,1,3,5,14,2,12,1,3,3,4
1782,1951,Graduate,Single,72282,0,503,27,419,90,139,7,9,5,1
1783,1950,Graduate,Married,59462,1,724,17,143,0,8,2,12,9,2
1784,1976,Secondary,Together,25176,2,4,0,4,0,0,0,2,1,1
1785,1988,Basic,Together,13724,1,2,7,5,2,15,0,2,2,1
1786,1972,Graduate,Married,24434,2,3,2,8,20,0,1,2,2,2
1787,1956,Graduate,Single,60230,1,520,20,367,39,81,3,6,6,2
1788,1954,Graduate,Divorced,70044,1,1073,0,250,153,14,10,5,7,4
1789,1975,PhD,Divorced,74165,0,1001,12,240,16,12,4,10,5,1
1790,1984,Graduate,Married,55434,1,238,115,215,169,69,3,13,5,3
1791,1966,Graduate,Widow,79946,0,395,183,565,166,141,11,5,5,1
1792,1974,Graduate,Together,33590,3,4,0,2,0,0,0,2,1,1
1793,1965,Graduate,Married,58692,1,301,11,61,4,7,2,4,8,1
1794,1966,Graduate,Together,82427,0,482,147,509,104,107,5,12,3,1
1795,1970,Graduate,Single,93790,0,1302,68,731,89,114,7,12,6,0
1796,1983,PhD,Together,70123,0,1308,0,396,23,0,7,4,5,1
1797,1960,Master,Divorced,39228,0,7,1,6,0,3,0,3,0,1
1798,1976,PhD,Divorced,66476,1,372,18,126,47,48,2,11,5,2
1799,1972,PhD,Together,38887,1,25,1,13,0,0,0,3,1,1
1800,1961,Graduate,Single,86429,0,464,28,873,29,18,4,7,7,0
1801,1960,Graduate,Divorced,62204,2,317,46,247,151,46,5,12,4,1
1802,1975,Graduate,Single,84196,1,215,63,507,231,31,4,7,8,1
1803,1965,Graduate,Single,59686,1,89,15,89,34,42,1,6,4,1
1804,1970,Graduate,Divorced,58710,1,440,81,368,0,122,5,9,11,6
1805,1984,PhD,Single,82733,0,712,50,420,65,38,4,7,8,1
1806,1958,Graduate,Single,94472,1,1017,33,417,108,100,5,5,5,1
1807,1958,PhD,Divorced,32173,1,18,0,2,0,0,0,3,1,1
1808,1968,Graduate,Single,57107,1,159,0,120,0,0,4,8,4,7
1809,1978,Graduate,Married,71427,2,212,123,177,15,64,2,8,8,2
1810,1990,Graduate,Single,26095,1,11,7,9,3,1,0,3,1,1
1811,1972,Graduate,Together,31590,1,6,2,15,6,6,0,3,1,1
1812,1963,PhD,Divorced,48799,1,174,18,81,28,6,2,7,3,3
1813,1975,Master,Single,31160,1,16,3,25,6,1,0,3,2,2
1814,1949,Graduate,Together,69372,0,997,26,269,34,13,4,6,10,1
1815,1975,Secondary,Divorced,11448,0,0,0,0,6,2,0,2,1,1
1816,1966,PhD,Together,47472,2,56,0,11,0,0,0,4,2,2
1817,1986,Secondary,Single,80910,0,160,80,369,67,39,3,8,3,1
1818,1947,Basic,Together,28389,0,1,5,3,7,4,0,2,1,1
1819,1980,Graduate,Married,15072,2,8,2,15,0,10,1,3,3,4
1820,1981,Secondary,Married,35523,1,11,5,22,12,5,0,3,3,2
1821,1961,Graduate,Single,30081,1,36,0,2,0,0,0,3,1,1
1822,1970,Graduate,Divorced,64713,1,180,60,241,13,54,5,7,5,2
1823,1962,Graduate,Married,83715,0,318,8,407,150,35,8,13,2,1
1824,1969,PhD,Single,48240,0,389,91,248,64,49,3,13,6,3
1825,1956,Graduate,Married,50387,2,369,9,87,12,14,2,8,6,3
1826,1969,Graduate,Married,4428,1,16,4,12,2,4,0,0,25,0
1827,1975,Graduate,Married,48178,2,159,4,45,6,2,1,4,5,6
1828,1948,PhD,Married,83837,0,847,66,119,86,89,10,5,9,1
1829,1971,Graduate,Married,66303,1,1090,12,96,16,12,4,11,3,4
1830,1952,Graduate,Married,49413,1,205,7,41,3,2,2,5,4,2
1831,1948,Graduate,Together,51315,0,68,28,39,16,30,2,5,2,1
1832,1991,Secondary,Single,61618,0,605,91,399,0,45,6,8,3,2
1833,1950,PhD,Married,54432,3,33,0,5,0,0,0,3,1,1
1834,1963,Graduate,Widow,34213,2,50,4,28,6,3,1,2,3,3
1835,1957,PhD,Divorced,41437,2,29,0,2,0,0,0,3,1,1
1836,1959,Graduate,Divorced,23295,0,0,0,1,2,12,0,2,1,1
1837,1958,Master,Together,46692,1,170,6,97,24,12,1,5,6,3
1838,1962,Master,Single,59247,2,327,9,122,19,14,2,9,5,5
1839,1972,Master,Married,37787,1,40,1,40,4,3,0,3,3,1
1840,1979,Graduate,Single,47691,1,14,0,3,0,0,0,2,1,1
1841,1966,Graduate,Divorced,70287,0,295,35,482,121,120,5,10,5,1
1842,1959,Secondary,Married,26887,1,6,7,4,3,4,0,3,1,1
1843,1984,Graduate,Married,90000,0,675,144,133,94,192,8,5,4,1
1844,1986,Basic,Single,8940,1,1,45,3,4,6,1,3,3,3
1845,1981,Secondary,Single,24336,1,1,6,2,8,2,0,2,1,1
1846,1976,Secondary,Together,26326,0,1,0,5,0,3,0,3,0,1
1847,1967,Graduate,Married,35441,2,25,1,9,2,1,0,3,1,2
1848,1978,Graduate,Together,16531,1,2,13,6,7,5,0,3,3,3
1849,1984,Graduate,Married,72570,0,274,83,216,151,141,6,12,4,1
1850,1955,Master,Divorced,46390,1,95,14,64,2,9,2,3,4,1
1851,1968,Graduate,Single,75922,0,265,138,553,224,23,4,9,4,1
1852,1973,Graduate,Divorced,89694,2,1126,28,211,37,28,3,4,4,3
1853,1974,Graduate,Divorced,19346,1,2,0,9,3,6,0,3,1,1
1854,1957,PhD,Married,82017,0,184,23,446,30,23,4,7,5,1
1855,1956,Graduate,Single,46998,1,172,41,86,45,6,3,5,5,5
1856,1965,Graduate,Married,44393,2,24,2,20,2,2,0,4,1,2
1857,1981,Graduate,Together,88325,0,519,71,860,93,27,2,9,6,1
1858,1979,Master,Married,40662,1,40,2,23,0,4,1,3,2,2
1859,1956,PhD,Widow,78028,1,158,19,288,25,0,4,9,6,1
1860,1958,Graduate,Married,67267,1,134,11,59,15,2,2,5,3,1
1861,1973,PhD,Together,39435,1,71,0,18,0,0,1,2,3,1
1862,1950,PhD,Married,55517,2,483,0,108,0,6,1,6,11,5
1863,1975,PhD,Married,76618,0,749,40,294,121,160,2,5,3,1
1864,1948,Graduate,Married,77142,0,476,75,162,29,151,4,8,4,1
1865,1973,Graduate,Married,92955,0,693,21,925,31,24,7,9,6,1
1866,1969,PhD,Married,51039,2,100,64,79,65,0,2,4,6,2
1867,1959,Graduate,Together,38285,3,2,0,5,2,0,0,3,0,1
1868,1984,Graduate,Married,31761,1,19,1,20,16,14,0,4,3,2
1869,1960,Master,Together,73113,0,741,19,154,50,9,4,7,3,1
1870,1977,Secondary,Divorced,59601,1,691,7,69,0,7,2,7,2,4
1871,1955,Master,Single,36927,2,51,0,16,0,0,0,3,3,2
1872,1992,Graduate,Together,63207,0,438,169,565,91,169,3,6,2,1
1873,1963,Master,Divorced,49476,1,386,23,95,54,41,11,5,2,4
1874,1986,Graduate,Single,26576,1,10,0,8,0,0,0,2,1,1
1875,1959,PhD,Widow,67786,0,431,82,441,80,20,6,6,3,1
1876,1968,PhD,Married,36778,2,29,4,34,2,4,0,3,3,3
1877,1995,Graduate,Single,71163,0,283,17,372,138,106,8,12,3,1
1878,1979,Secondary,Married,54210,1,70,54,109,80,9,1,7,4,2
1879,1959,Graduate,Married,54984,1,173,13,131,32,3,1,6,6,4
1880,1980,PhD,Single,36802,1,16,1,2,0,0,0,3,1,1
1881,1953,Graduate,Divorced,62551,0,125,16,98,134,21,7,4,6,1
1882,1977,Graduate,Married,41124,1,281,7,84,15,0,3,4,7,7
1883,1979,Graduate,Married,72063,1,180,32,348,76,32,2,12,5,2
1884,1976,Graduate,Married,65665,1,225,162,387,106,36,10,8,5,1
1885,1956,PhD,Together,76542,0,794,73,573,0,29,8,10,4,1
1886,1969,Graduate,Widow,43638,1,63,10,83,7,19,1,4,4,2
1887,1990,Graduate,Married,30093,0,2,6,28,13,4,0,3,2,1
1888,1967,Graduate,Together,27943,2,12,1,16,4,1,0,3,2,3
1889,1962,PhD,Married,42769,1,71,0,13,3,1,1,4,1,2
1890,1958,PhD,Together,37334,2,26,1,16,2,2,0,4,3,4
1891,1994,Graduate,Single,95529,0,770,29,890,250,27,3,7,7,1
1892,1961,Master,Together,48330,1,28,0,4,0,0,0,3,1,1
1893,1951,Master,Married,59412,0,90,67,165,30,43,2,8,4,1
1894,1964,Graduate,Married,40800,3,24,0,27,8,30,0,3,3,2
1895,1974,Graduate,Together,44392,2,87,5,71,7,12,1,4,4,5
1896,1978,Graduate,Single,7500,2,6,5,4,13,4,1,3,2,4
1897,1957,Master,Together,65487,0,240,67,500,199,0,5,6,3,3
1898,1979,Secondary,Together,7500,1,2,8,11,3,8,2,2,3,4
1899,1957,Master,Married,66726,2,349,7,35,0,0,2,4,8,3
1900,1949,Master,Widow,51529,1,400,4,35,6,0,1,5,9,2
1901,1981,Graduate,Married,54386,1,277,21,64,62,21,2,10,3,2
1902,1976,PhD,Married,68397,1,760,80,466,17,13,9,5,6,1
1903,1956,PhD,Married,66334,1,909,11,218,0,0,3,5,9,2
1904,1982,Graduate,Married,63211,0,145,193,459,205,26,8,7,3,2
1905,1959,Graduate,Together,71232,1,653,17,170,34,26,2,10,11,2
1906,1986,Graduate,Together,33235,1,45,0,16,2,1,0,3,3,1
1907,1965,PhD,Together,34230,2,15,0,4,0,0,0,2,1,1
1908,1960,Master,Married,28520,2,11,0,10,0,2,1,2,1,1
1909,1985,Graduate,Married,44322,1,46,0,40,3,0,0,3,3,2
1910,1973,Graduate,Married,65308,0,713,0,264,120,80,8,12,7,1
1911,1984,Graduate,Single,52413,1,185,8,133,56,56,1,7,7,2
1912,1969,Graduate,Single,54803,1,404,0,92,28,27,2,9,6,2
1913,1978,Secondary,Single,36975,1,10,6,11,0,4,0,3,1,1
1914,1979,Graduate,Married,7500,1,5,2,3,3,0,0,2,1,1
